,State.Code,State.Name,Tier 1 Code,Tier 1 Description,Pollutant,year,Sum
4248,34,NJ,2,FUEL COMB. INDUSTRIAL,SO2,2001,23.145825
4249,34,NJ,3,FUEL COMB. OTHER,SO2,2001,24.84941
4250,34,NJ,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,2.555127
4251,34,NJ,5,METALS PROCESSING,SO2,2001,0.067786
4252,34,NJ,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,5.239243
4253,34,NJ,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,0.671887
4254,34,NJ,8,SOLVENT UTILIZATION,SO2,2001,0.153165
4255,34,NJ,9,STORAGE & TRANSPORT,SO2,2001,0.591015
4256,34,NJ,10,WASTE DISPOSAL & RECYCLING,SO2,2001,2.89206
4257,34,NJ,11,HIGHWAY VEHICLES,SO2,2001,4.19268
4258,34,NJ,12,OFF-HIGHWAY,SO2,2001,6.34626
4259,34,NJ,14,MISCELLANEOUS,SO2,2001,0.04819
4260,34,NJ,15,WILDFIRES,SO2,2001,NA
4261,34,NJ,16,PRESCRIBED FIRES,SO2,2001,NA
4262,35,NM,1,FUEL COMB. ELEC. UTIL.,SO2,2001,62.550988
4263,35,NM,2,FUEL COMB. INDUSTRIAL,SO2,2001,28.106162
4264,35,NM,3,FUEL COMB. OTHER,SO2,2001,0.712508
4265,35,NM,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,4.737603
4266,35,NM,5,METALS PROCESSING,SO2,2001,33.466541
4267,35,NM,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,17.338867
4268,35,NM,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,0.277241
4269,35,NM,8,SOLVENT UTILIZATION,SO2,2001,0.000011
4270,35,NM,9,STORAGE & TRANSPORT,SO2,2001,NA
4271,35,NM,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.061803
4272,35,NM,11,HIGHWAY VEHICLES,SO2,2001,2.54243
4273,35,NM,12,OFF-HIGHWAY,SO2,2001,3.13251
4274,35,NM,14,MISCELLANEOUS,SO2,2001,1.37961
4275,35,NM,15,WILDFIRES,SO2,2001,NA
4276,35,NM,16,PRESCRIBED FIRES,SO2,2001,NA
4277,36,NY,1,FUEL COMB. ELEC. UTIL.,SO2,2001,263.602447
4278,36,NY,2,FUEL COMB. INDUSTRIAL,SO2,2001,163.311111
4279,36,NY,3,FUEL COMB. OTHER,SO2,2001,41.686367
4280,36,NY,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.545082
4281,36,NY,5,METALS PROCESSING,SO2,2001,4.996934
4282,36,NY,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.00935
4283,36,NY,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,23.730211
4284,36,NY,8,SOLVENT UTILIZATION,SO2,2001,0.000134
4285,36,NY,9,STORAGE & TRANSPORT,SO2,2001,NA
4286,36,NY,10,WASTE DISPOSAL & RECYCLING,SO2,2001,2.478709
4287,36,NY,11,HIGHWAY VEHICLES,SO2,2001,10.90328
4288,36,NY,12,OFF-HIGHWAY,SO2,2001,18.23408
4289,36,NY,14,MISCELLANEOUS,SO2,2001,0.1027
4290,36,NY,15,WILDFIRES,SO2,2001,NA
4291,36,NY,16,PRESCRIBED FIRES,SO2,2001,NA
4292,37,NC,1,FUEL COMB. ELEC. UTIL.,SO2,2001,455.550609
4293,37,NC,2,FUEL COMB. INDUSTRIAL,SO2,2001,66.208747
4294,37,NC,3,FUEL COMB. OTHER,SO2,2001,10.698244
4295,37,NC,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,6.855575
4296,37,NC,5,METALS PROCESSING,SO2,2001,1.966438
4297,37,NC,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.228796
4298,37,NC,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,15.168116
4299,37,NC,8,SOLVENT UTILIZATION,SO2,2001,0.006583
4300,37,NC,9,STORAGE & TRANSPORT,SO2,2001,0.003164
4301,37,NC,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.610445
4302,37,NC,11,HIGHWAY VEHICLES,SO2,2001,10.236
4303,37,NC,12,OFF-HIGHWAY,SO2,2001,7.89081
4304,37,NC,14,MISCELLANEOUS,SO2,2001,0.78474
4305,37,NC,15,WILDFIRES,SO2,2001,NA
4306,37,NC,16,PRESCRIBED FIRES,SO2,2001,NA
4307,38,ND,1,FUEL COMB. ELEC. UTIL.,SO2,2001,156.09783
4308,38,ND,2,FUEL COMB. INDUSTRIAL,SO2,2001,112.63904
4309,38,ND,3,FUEL COMB. OTHER,SO2,2001,7.599878
4310,38,ND,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.377989
4311,38,ND,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.798436
4312,38,ND,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,0.944918
4313,38,ND,8,SOLVENT UTILIZATION,SO2,2001,NA
4314,38,ND,9,STORAGE & TRANSPORT,SO2,2001,NA
4315,38,ND,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.05214
4316,38,ND,11,HIGHWAY VEHICLES,SO2,2001,0.78833
4317,38,ND,12,OFF-HIGHWAY,SO2,2001,5.87751
4318,38,ND,14,MISCELLANEOUS,SO2,2001,0.04519
4319,38,ND,15,WILDFIRES,SO2,2001,NA
4320,38,ND,16,PRESCRIBED FIRES,SO2,2001,NA
4321,39,OH,1,FUEL COMB. ELEC. UTIL.,SO2,2001,1155.181701
4322,39,OH,2,FUEL COMB. INDUSTRIAL,SO2,2001,119.767894
4323,39,OH,3,FUEL COMB. OTHER,SO2,2001,30.822219
4324,39,OH,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,7.11909
4325,39,OH,5,METALS PROCESSING,SO2,2001,11.068621
4326,39,OH,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,6.208516
4327,39,OH,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,8.962264
4328,39,OH,8,SOLVENT UTILIZATION,SO2,2001,0.000779
4329,39,OH,9,STORAGE & TRANSPORT,SO2,2001,0.350218
4330,39,OH,10,WASTE DISPOSAL & RECYCLING,SO2,2001,1.858953
4331,39,OH,11,HIGHWAY VEHICLES,SO2,2001,11.2603
4332,39,OH,12,OFF-HIGHWAY,SO2,2001,18.86165
4333,39,OH,14,MISCELLANEOUS,SO2,2001,0.02424
4334,39,OH,15,WILDFIRES,SO2,2001,NA
4335,39,OH,16,PRESCRIBED FIRES,SO2,2001,NA
4336,40,OK,1,FUEL COMB. ELEC. UTIL.,SO2,2001,68.003106
4337,40,OK,2,FUEL COMB. INDUSTRIAL,SO2,2001,55.3994
4338,40,OK,3,FUEL COMB. OTHER,SO2,2001,0.490688
4339,40,OK,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.81045
4340,40,OK,5,METALS PROCESSING,SO2,2001,0.037311
4341,40,OK,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,8.36774
4342,40,OK,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,11.229248
4343,40,OK,8,SOLVENT UTILIZATION,SO2,2001,0.000609
4344,40,OK,9,STORAGE & TRANSPORT,SO2,2001,0.000043
4345,40,OK,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.31435
4346,40,OK,11,HIGHWAY VEHICLES,SO2,2001,4.78425
4347,40,OK,12,OFF-HIGHWAY,SO2,2001,5.1
4348,40,OK,14,MISCELLANEOUS,SO2,2001,0.2212
4349,40,OK,15,WILDFIRES,SO2,2001,NA
4350,40,OK,16,PRESCRIBED FIRES,SO2,2001,NA
4351,41,OR,1,FUEL COMB. ELEC. UTIL.,SO2,2001,18.07762
4352,41,OR,2,FUEL COMB. INDUSTRIAL,SO2,2001,21.573664
4353,41,OR,3,FUEL COMB. OTHER,SO2,2001,2.416613
4354,41,OR,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,NA
4355,41,OR,5,METALS PROCESSING,SO2,2001,3.441384
4356,41,OR,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.10844
4357,41,OR,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,2.79486
4358,41,OR,8,SOLVENT UTILIZATION,SO2,2001,0.000165
4359,41,OR,9,STORAGE & TRANSPORT,SO2,2001,0.01081
4360,41,OR,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.119022
4361,41,OR,11,HIGHWAY VEHICLES,SO2,2001,3.68728
4362,41,OR,12,OFF-HIGHWAY,SO2,2001,7.06839
4363,41,OR,14,MISCELLANEOUS,SO2,2001,5.4969
4364,41,OR,15,WILDFIRES,SO2,2001,NA
4365,41,OR,16,PRESCRIBED FIRES,SO2,2001,NA
4366,42,PA,1,FUEL COMB. ELEC. UTIL.,SO2,2001,967.188872
4367,42,PA,2,FUEL COMB. INDUSTRIAL,SO2,2001,82.038413
4368,42,PA,3,FUEL COMB. OTHER,SO2,2001,96.353566
4369,42,PA,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.495172
4370,42,PA,5,METALS PROCESSING,SO2,2001,9.195745
4371,42,PA,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,4.209283
4372,42,PA,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,23.198966
4373,42,PA,8,SOLVENT UTILIZATION,SO2,2001,0.027628
4374,42,PA,9,STORAGE & TRANSPORT,SO2,2001,0.016947
4375,42,PA,10,WASTE DISPOSAL & RECYCLING,SO2,2001,2.149535
4376,42,PA,11,HIGHWAY VEHICLES,SO2,2001,9.946
4377,42,PA,12,OFF-HIGHWAY,SO2,2001,13.96034
4378,42,PA,14,MISCELLANEOUS,SO2,2001,0.02694
4379,42,PA,15,WILDFIRES,SO2,2001,NA
4380,42,PA,16,PRESCRIBED FIRES,SO2,2001,NA
4381,44,RI,1,FUEL COMB. ELEC. UTIL.,SO2,2001,0.020488
4382,44,RI,2,FUEL COMB. INDUSTRIAL,SO2,2001,1.136544
4383,44,RI,3,FUEL COMB. OTHER,SO2,2001,6.354431
4384,44,RI,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.000072
4385,44,RI,5,METALS PROCESSING,SO2,2001,NA
4386,44,RI,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.001802
4387,44,RI,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,0.258305
4388,44,RI,8,SOLVENT UTILIZATION,SO2,2001,0.000394
4389,44,RI,9,STORAGE & TRANSPORT,SO2,2001,NA
4390,44,RI,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.027711
4391,44,RI,11,HIGHWAY VEHICLES,SO2,2001,0.50858
4392,44,RI,12,OFF-HIGHWAY,SO2,2001,0.8132
4393,44,RI,14,MISCELLANEOUS,SO2,2001,0.00125
4394,44,RI,15,WILDFIRES,SO2,2001,NA
4395,44,RI,16,PRESCRIBED FIRES,SO2,2001,NA
4396,45,SC,1,FUEL COMB. ELEC. UTIL.,SO2,2001,210.103769
4397,45,SC,2,FUEL COMB. INDUSTRIAL,SO2,2001,40.405826
4398,45,SC,3,FUEL COMB. OTHER,SO2,2001,6.038347
4399,45,SC,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.060674
4400,45,SC,5,METALS PROCESSING,SO2,2001,3.519839
4401,45,SC,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.113617
4402,45,SC,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,13.623862
4403,45,SC,8,SOLVENT UTILIZATION,SO2,2001,0.00003
4404,45,SC,9,STORAGE & TRANSPORT,SO2,2001,1.00E-06
4405,45,SC,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.447579
4406,45,SC,11,HIGHWAY VEHICLES,SO2,2001,5.3413
4407,45,SC,12,OFF-HIGHWAY,SO2,2001,4.43359
4408,45,SC,14,MISCELLANEOUS,SO2,2001,0.58997
4409,45,SC,15,WILDFIRES,SO2,2001,NA
4410,45,SC,16,PRESCRIBED FIRES,SO2,2001,NA
4411,46,SD,1,FUEL COMB. ELEC. UTIL.,SO2,2001,14.438393
4412,46,SD,2,FUEL COMB. INDUSTRIAL,SO2,2001,19.585368
4413,46,SD,3,FUEL COMB. OTHER,SO2,2001,1.460798
4414,46,SD,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,NA
4415,46,SD,5,METALS PROCESSING,SO2,2001,NA
4416,46,SD,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,NA
4417,46,SD,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,0.65381
4418,46,SD,8,SOLVENT UTILIZATION,SO2,2001,NA
4419,46,SD,9,STORAGE & TRANSPORT,SO2,2001,NA
4420,46,SD,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.053373
4421,46,SD,11,HIGHWAY VEHICLES,SO2,2001,0.93448
4422,46,SD,12,OFF-HIGHWAY,SO2,2001,3.64206
4423,46,SD,14,MISCELLANEOUS,SO2,2001,0.31998
4424,46,SD,15,WILDFIRES,SO2,2001,NA
4425,46,SD,16,PRESCRIBED FIRES,SO2,2001,NA
4426,47,TN,1,FUEL COMB. ELEC. UTIL.,SO2,2001,347.738875
4427,47,TN,2,FUEL COMB. INDUSTRIAL,SO2,2001,95.920606
4428,47,TN,3,FUEL COMB. OTHER,SO2,2001,26.17462
4429,47,TN,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,6.801148
4430,47,TN,5,METALS PROCESSING,SO2,2001,8.533422
4431,47,TN,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.351626
4432,47,TN,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,11.567753
4433,47,TN,8,SOLVENT UTILIZATION,SO2,2001,0.234932
4434,47,TN,9,STORAGE & TRANSPORT,SO2,2001,0.035628
4435,47,TN,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.606531
4436,47,TN,11,HIGHWAY VEHICLES,SO2,2001,7.45673
4437,47,TN,12,OFF-HIGHWAY,SO2,2001,10.62398
4438,47,TN,14,MISCELLANEOUS,SO2,2001,0.4243
4439,47,TN,15,WILDFIRES,SO2,2001,NA
4440,47,TN,16,PRESCRIBED FIRES,SO2,2001,NA
4441,48,TX,1,FUEL COMB. ELEC. UTIL.,SO2,2001,539.535491
4442,48,TX,2,FUEL COMB. INDUSTRIAL,SO2,2001,178.265085
4443,48,TX,3,FUEL COMB. OTHER,SO2,2001,4.543594
4444,48,TX,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,34.800286
4445,48,TX,5,METALS PROCESSING,SO2,2001,6.289601
4446,48,TX,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,61.549623
4447,48,TX,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,27.790898
4448,48,TX,8,SOLVENT UTILIZATION,SO2,2001,0.004197
4449,48,TX,9,STORAGE & TRANSPORT,SO2,2001,0.420058
4450,48,TX,10,WASTE DISPOSAL & RECYCLING,SO2,2001,3.77642
4451,48,TX,11,HIGHWAY VEHICLES,SO2,2001,19.11537
4452,48,TX,12,OFF-HIGHWAY,SO2,2001,44.36094
4453,48,TX,14,MISCELLANEOUS,SO2,2001,1.1031
4454,48,TX,15,WILDFIRES,SO2,2001,NA
4455,48,TX,16,PRESCRIBED FIRES,SO2,2001,NA
4456,49,UT,1,FUEL COMB. ELEC. UTIL.,SO2,2001,29.5621
4457,49,UT,2,FUEL COMB. INDUSTRIAL,SO2,2001,15.348559
4458,49,UT,3,FUEL COMB. OTHER,SO2,2001,3.364876
4459,49,UT,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.018276
4460,49,UT,5,METALS PROCESSING,SO2,2001,1.721558
4461,49,UT,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.416807
4462,49,UT,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,0.699429
4463,49,UT,8,SOLVENT UTILIZATION,SO2,2001,0.000534
4464,49,UT,9,STORAGE & TRANSPORT,SO2,2001,0.020886
4465,49,UT,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.157516
4466,49,UT,11,HIGHWAY VEHICLES,SO2,2001,2.58596
4467,49,UT,12,OFF-HIGHWAY,SO2,2001,4.224448
4468,49,UT,14,MISCELLANEOUS,SO2,2001,1.371661
4469,49,UT,15,WILDFIRES,SO2,2001,NA
4470,49,UT,16,PRESCRIBED FIRES,SO2,2001,NA
4471,50,VT,1,FUEL COMB. ELEC. UTIL.,SO2,2001,0.055054
4472,50,VT,2,FUEL COMB. INDUSTRIAL,SO2,2001,4.614061
4473,50,VT,3,FUEL COMB. OTHER,SO2,2001,3.812673
4474,50,VT,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,NA
4475,50,VT,5,METALS PROCESSING,SO2,2001,NA
4476,50,VT,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,NA
4477,50,VT,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,NA
4478,50,VT,8,SOLVENT UTILIZATION,SO2,2001,NA
4479,50,VT,9,STORAGE & TRANSPORT,SO2,2001,NA
4480,50,VT,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.063958
4481,50,VT,11,HIGHWAY VEHICLES,SO2,2001,1.05056
4482,50,VT,12,OFF-HIGHWAY,SO2,2001,0.43632
4483,50,VT,14,MISCELLANEOUS,SO2,2001,0.04115
4484,50,VT,15,WILDFIRES,SO2,2001,NA
4485,50,VT,16,PRESCRIBED FIRES,SO2,2001,NA
4486,51,VA,1,FUEL COMB. ELEC. UTIL.,SO2,2001,225.790232
4487,51,VA,2,FUEL COMB. INDUSTRIAL,SO2,2001,50.501728
4488,51,VA,3,FUEL COMB. OTHER,SO2,2001,10.355298
4489,51,VA,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,1.635765
4490,51,VA,5,METALS PROCESSING,SO2,2001,5.787654
4491,51,VA,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,0.192379
4492,51,VA,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,18.721769
4493,51,VA,8,SOLVENT UTILIZATION,SO2,2001,0.000858
4494,51,VA,9,STORAGE & TRANSPORT,SO2,2001,0.005283
4495,51,VA,10,WASTE DISPOSAL & RECYCLING,SO2,2001,1.018044
4496,51,VA,11,HIGHWAY VEHICLES,SO2,2001,6.40934
4497,51,VA,12,OFF-HIGHWAY,SO2,2001,9.28012
4498,51,VA,14,MISCELLANEOUS,SO2,2001,0.40008
4499,51,VA,15,WILDFIRES,SO2,2001,NA
4500,51,VA,16,PRESCRIBED FIRES,SO2,2001,NA
4501,53,WA,1,FUEL COMB. ELEC. UTIL.,SO2,2001,67.670285
4502,53,WA,2,FUEL COMB. INDUSTRIAL,SO2,2001,14.303648
4503,53,WA,3,FUEL COMB. OTHER,SO2,2001,1.970037
4504,53,WA,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.115128
4505,53,WA,5,METALS PROCESSING,SO2,2001,18.654579
4506,53,WA,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,3.28488
4507,53,WA,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,4.65222
4508,53,WA,8,SOLVENT UTILIZATION,SO2,2001,NA
4509,53,WA,9,STORAGE & TRANSPORT,SO2,2001,0.155414
4510,53,WA,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.39033
4511,53,WA,11,HIGHWAY VEHICLES,SO2,2001,5.53823
4512,53,WA,12,OFF-HIGHWAY,SO2,2001,10.1202
4513,53,WA,14,MISCELLANEOUS,SO2,2001,0.77043
4514,53,WA,15,WILDFIRES,SO2,2001,NA
4515,53,WA,16,PRESCRIBED FIRES,SO2,2001,NA
4516,54,WV,1,FUEL COMB. ELEC. UTIL.,SO2,2001,501.352836
4517,54,WV,2,FUEL COMB. INDUSTRIAL,SO2,2001,38.132817
4518,54,WV,3,FUEL COMB. OTHER,SO2,2001,5.149024
4519,54,WV,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,9.813792
4520,54,WV,5,METALS PROCESSING,SO2,2001,6.804283
4521,54,WV,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,11.261917
4522,54,WV,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,2.864737
4523,54,WV,8,SOLVENT UTILIZATION,SO2,2001,0.000123
4524,54,WV,9,STORAGE & TRANSPORT,SO2,2001,0.01077
4525,54,WV,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.108877
4526,54,WV,11,HIGHWAY VEHICLES,SO2,2001,2.19016
4527,54,WV,12,OFF-HIGHWAY,SO2,2001,7.466005
4528,54,WV,14,MISCELLANEOUS,SO2,2001,0.21706
4529,54,WV,15,WILDFIRES,SO2,2001,NA
4530,54,WV,16,PRESCRIBED FIRES,SO2,2001,NA
4531,55,WI,1,FUEL COMB. ELEC. UTIL.,SO2,2001,188.51343
4532,55,WI,2,FUEL COMB. INDUSTRIAL,SO2,2001,90.734354
4533,55,WI,3,FUEL COMB. OTHER,SO2,2001,19.938879
4534,55,WI,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,0.000363
4535,55,WI,5,METALS PROCESSING,SO2,2001,0.700893
4536,55,WI,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,1.479046
4537,55,WI,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,4.573333
4538,55,WI,8,SOLVENT UTILIZATION,SO2,2001,0.001969
4539,55,WI,9,STORAGE & TRANSPORT,SO2,2001,0.001252
4540,55,WI,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.813809
4541,55,WI,11,HIGHWAY VEHICLES,SO2,2001,5.51619
4542,55,WI,12,OFF-HIGHWAY,SO2,2001,7.54116
4543,55,WI,14,MISCELLANEOUS,SO2,2001,0.04573
4544,55,WI,15,WILDFIRES,SO2,2001,NA
4545,55,WI,16,PRESCRIBED FIRES,SO2,2001,NA
4546,56,WY,1,FUEL COMB. ELEC. UTIL.,SO2,2001,88.255593
4547,56,WY,2,FUEL COMB. INDUSTRIAL,SO2,2001,37.766317
4548,56,WY,3,FUEL COMB. OTHER,SO2,2001,2.68108
4549,56,WY,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2001,5.601505
4550,56,WY,5,METALS PROCESSING,SO2,2001,1.521485
4551,56,WY,6,PETROLEUM & RELATED INDUSTRIES,SO2,2001,4.912198
4552,56,WY,7,OTHER INDUSTRIAL PROCESSES,SO2,2001,0.522084
4553,56,WY,8,SOLVENT UTILIZATION,SO2,2001,NA
4554,56,WY,9,STORAGE & TRANSPORT,SO2,2001,NA
4555,56,WY,10,WASTE DISPOSAL & RECYCLING,SO2,2001,0.047768
4556,56,WY,11,HIGHWAY VEHICLES,SO2,2001,0.9863
4557,56,WY,12,OFF-HIGHWAY,SO2,2001,2.3972
4558,56,WY,14,MISCELLANEOUS,SO2,2001,0.42794
4559,56,WY,15,WILDFIRES,SO2,2001,NA
4560,56,WY,16,PRESCRIBED FIRES,SO2,2001,NA
4561,1,AL,1,FUEL COMB. ELEC. UTIL.,SO2,2002,448.2928643
4562,1,AL,2,FUEL COMB. INDUSTRIAL,SO2,2002,33.39878683
4563,1,AL,3,FUEL COMB. OTHER,SO2,2002,39.66825117
4564,1,AL,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2002,12.769296
4565,1,AL,5,METALS PROCESSING,SO2,2002,14.038939
4566,1,AL,6,PETROLEUM & RELATED INDUSTRIES,SO2,2002,22.991091
4567,1,AL,7,OTHER INDUSTRIAL PROCESSES,SO2,2002,18.75141639
4568,1,AL,8,SOLVENT UTILIZATION,SO2,2002,0.003327
4569,1,AL,9,STORAGE & TRANSPORT,SO2,2002,0.013244
4570,1,AL,10,WASTE DISPOSAL & RECYCLING,SO2,2002,0.488761
4571,1,AL,11,HIGHWAY VEHICLES,SO2,2002,6.22363807
4572,1,AL,12,OFF-HIGHWAY,SO2,2002,6.206981888
4573,1,AL,14,MISCELLANEOUS,SO2,2002,4.603283411
4574,1,AL,15,WILDFIRES,SO2,2002,0.04023
4575,1,AL,16,PRESCRIBED FIRES,SO2,2002,NA
4576,2,AK,1,FUEL COMB. ELEC. UTIL.,SO2,2002,4.891633751
4577,2,AK,2,FUEL COMB. INDUSTRIAL,SO2,2002,1.702452852
4578,2,AK,3,FUEL COMB. OTHER,SO2,2002,5.511112844
4579,2,AK,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2002,0.00078
4580,2,AK,5,METALS PROCESSING,SO2,2002,0
4581,2,AK,6,PETROLEUM & RELATED INDUSTRIES,SO2,2002,0.02794
4582,2,AK,7,OTHER INDUSTRIAL PROCESSES,SO2,2002,0.0239
4583,2,AK,9,STORAGE & TRANSPORT,SO2,2002,0
4584,2,AK,10,WASTE DISPOSAL & RECYCLING,SO2,2002,0.068741088
4585,2,AK,11,HIGHWAY VEHICLES,SO2,2002,0.352477045
4586,2,AK,12,OFF-HIGHWAY,SO2,2002,3.258385791
4587,2,AK,14,MISCELLANEOUS,SO2,2002,0.00565
4588,2,AK,15,WILDFIRES,SO2,2002,46.1776743
4589,2,AK,16,PRESCRIBED FIRES,SO2,2002,NA
4590,4,AZ,1,FUEL COMB. ELEC. UTIL.,SO2,2002,70.71018219
4591,4,AZ,2,FUEL COMB. INDUSTRIAL,SO2,2002,3.656753654
4592,4,AZ,3,FUEL COMB. OTHER,SO2,2002,0.441262357
4593,4,AZ,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2002,0.0002608
4594,4,AZ,5,METALS PROCESSING,SO2,2002,18.50541502
4595,4,AZ,6,PETROLEUM & RELATED INDUSTRIES,SO2,2002,0.034343301
4596,4,AZ,7,OTHER INDUSTRIAL PROCESSES,SO2,2002,1.541139333
4597,4,AZ,8,SOLVENT UTILIZATION,SO2,2002,NA
4598,4,AZ,9,STORAGE & TRANSPORT,SO2,2002,9.64E-06
4599,4,AZ,10,WASTE DISPOSAL & RECYCLING,SO2,2002,0.088268185
4600,4,AZ,11,HIGHWAY VEHICLES,SO2,2002,3.978523944
4601,4,AZ,12,OFF-HIGHWAY,SO2,2002,6.106470385
4602,4,AZ,14,MISCELLANEOUS,SO2,2002,0.234118635
4603,4,AZ,15,WILDFIRES,SO2,2002,5.51196
4604,4,AZ,16,PRESCRIBED FIRES,SO2,2002,NA
4605,5,AR,1,FUEL COMB. ELEC. UTIL.,SO2,2002,70.74799004
4606,5,AR,2,FUEL COMB. INDUSTRIAL,SO2,2002,37.50411591
4607,5,AR,3,FUEL COMB. OTHER,SO2,2002,0.805275751
4608,5,AR,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2002,2.919208777
4609,5,AR,5,METALS PROCESSING,SO2,2002,0.907784997
4610,5,AR,6,PETROLEUM & RELATED INDUSTRIES,SO2,2002,1.323239285
4611,5,AR,7,OTHER INDUSTRIAL PROCESSES,SO2,2002,2.570478776
4612,5,AR,8,SOLVENT UTILIZATION,SO2,2002,0.004545775
4613,5,AR,9,STORAGE & TRANSPORT,SO2,2002,0.152780504
4614,5,AR,10,WASTE DISPOSAL & RECYCLING,SO2,2002,0.107205
4615,5,AR,11,HIGHWAY VEHICLES,SO2,2002,3.424247768
4616,5,AR,12,OFF-HIGHWAY,SO2,2002,5.588770396
4617,5,AR,14,MISCELLANEOUS,SO2,2002,1.065014304
4618,5,AR,15,WILDFIRES,SO2,2002,0.005763585
4619,5,AR,16,PRESCRIBED FIRES,SO2,2002,NA
4620,6,CA,1,FUEL COMB. ELEC. UTIL.,SO2,2002,1.495639256
4621,6,CA,2,FUEL COMB. INDUSTRIAL,SO2,2002,25.85784752
4622,6,CA,3,FUEL COMB. OTHER,SO2,2002,63.21494395
4623,6,CA,4,CHEMICAL & ALLIED PRODUCT MFG,SO2,2002,1.639630641
