"","State Code","State","Tier 1 Code","pollutant","year","Sum"
"10145","38","ND","08","SOLVENT UTILIZATION_CO",2002,NA
"10146","38","ND","08","SOLVENT UTILIZATION_SO2",2002,NA
"10147","38","ND","09","STORAGE & TRANSPORT_CO",2002,"0"
"10148","38","ND","09","STORAGE & TRANSPORT_SO2",2002,"0"
"10149","38","ND","10","WASTE DISPOSAL & RECYCLING_CO",2002,"2.282499699"
"10150","38","ND","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.049791712"
"10151","38","ND","11","HIGHWAY VEHICLES_CO",2002,"165.3562373"
"10152","38","ND","11","HIGHWAY VEHICLES_SO2",2002,"1.017754801"
"10153","38","ND","12","OFF-HIGHWAY_CO",2002,"96.56477922"
"10154","38","ND","12","OFF-HIGHWAY_SO2",2002,"5.656498197"
"10155","38","ND","14","MISCELLANEOUS_CO",2002,"1.35973"
"10156","38","ND","14","MISCELLANEOUS_SO2",2002,"0.020946572"
"10157","38","ND","15","WILDFIRES_CO",2002,"7.254"
"10158","38","ND","15","WILDFIRES_SO2",2002,"0.036848699"
"10159","38","ND","16","PRESCRIBED FIRES_CO",2002,NA
"10160","38","ND","16","PRESCRIBED FIRES_SO2",2002,NA
"10161","39","OH","01","FUEL COMB. ELEC. UTIL._CO",2002,"15.31050787"
"10162","39","OH","01","FUEL COMB. ELEC. UTIL._SO2",2002,"1144.933334"
"10163","39","OH","02","FUEL COMB. INDUSTRIAL_CO",2002,"41.03969735"
"10164","39","OH","02","FUEL COMB. INDUSTRIAL_SO2",2002,"82.15340225"
"10165","39","OH","03","FUEL COMB. OTHER_CO",2002,"90.50147488"
"10166","39","OH","03","FUEL COMB. OTHER_SO2",2002,"14.71272437"
"10167","39","OH","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"10.92739035"
"10168","39","OH","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,"7.006210055"
"10169","39","OH","05","METALS PROCESSING_CO",2002,"147.1998133"
"10170","39","OH","05","METALS PROCESSING_SO2",2002,"5.765949967"
"10171","39","OH","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"1.044889998"
"10172","39","OH","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"11.72312991"
"10173","39","OH","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"4.057250017"
"10174","39","OH","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"9.34407433"
"10175","39","OH","08","SOLVENT UTILIZATION_CO",2002,"0.02685"
"10176","39","OH","08","SOLVENT UTILIZATION_SO2",2002,"0.00009"
"10177","39","OH","09","STORAGE & TRANSPORT_CO",2002,"38.20860872"
"10178","39","OH","09","STORAGE & TRANSPORT_SO2",2002,"0.34644"
"10179","39","OH","10","WASTE DISPOSAL & RECYCLING_CO",2002,"54.44828395"
"10180","39","OH","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.25315"
"10181","39","OH","11","HIGHWAY VEHICLES_CO",2002,"2091.765023"
"10182","39","OH","11","HIGHWAY VEHICLES_SO2",2002,"13.87013846"
"10183","39","OH","12","OFF-HIGHWAY_CO",2002,"937.2868929"
"10184","39","OH","12","OFF-HIGHWAY_SO2",2002,"15.19013527"
"10185","39","OH","14","MISCELLANEOUS_CO",2002,"8.6590255"
"10186","39","OH","14","MISCELLANEOUS_SO2",2002,"0.12618"
"10187","39","OH","15","WILDFIRES_CO",2002,"0.9061"
"10188","39","OH","15","WILDFIRES_SO2",2002,"0.005719438"
"10189","39","OH","16","PRESCRIBED FIRES_CO",2002,NA
"10190","39","OH","16","PRESCRIBED FIRES_SO2",2002,NA
"10191","40","OK","01","FUEL COMB. ELEC. UTIL._CO",2002,"13.80669"
"10192","40","OK","01","FUEL COMB. ELEC. UTIL._SO2",2002,"112.2031471"
"10193","40","OK","02","FUEL COMB. INDUSTRIAL_CO",2002,"42.98594012"
"10194","40","OK","02","FUEL COMB. INDUSTRIAL_SO2",2002,"21.01189875"
"10195","40","OK","03","FUEL COMB. OTHER_CO",2002,"26.8504227"
"10196","40","OK","03","FUEL COMB. OTHER_SO2",2002,"0.767075807"
"10197","40","OK","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"2.914528333"
"10198","40","OK","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,"3.847019667"
"10199","40","OK","05","METALS PROCESSING_CO",2002,"2.271877"
"10200","40","OK","05","METALS PROCESSING_SO2",2002,"0.01124"
"10201","40","OK","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"11.46852283"
"10202","40","OK","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"8.838041"
"10203","40","OK","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"3.730515571"
"10204","40","OK","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"4.201848599"
"10205","40","OK","08","SOLVENT UTILIZATION_CO",2002,"0.0049345"
"10206","40","OK","08","SOLVENT UTILIZATION_SO2",2002,"0.0000315"
"10207","40","OK","09","STORAGE & TRANSPORT_CO",2002,"0.124665"
"10208","40","OK","09","STORAGE & TRANSPORT_SO2",2002,"0.176553"
"10209","40","OK","10","WASTE DISPOSAL & RECYCLING_CO",2002,"17.32742604"
"10210","40","OK","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.166718872"
"10211","40","OK","11","HIGHWAY VEHICLES_CO",2002,"973.854128"
"10212","40","OK","11","HIGHWAY VEHICLES_SO2",2002,"6.137074935"
"10213","40","OK","12","OFF-HIGHWAY_CO",2002,"319.1250206"
"10214","40","OK","12","OFF-HIGHWAY_SO2",2002,"4.890183798"
"10215","40","OK","14","MISCELLANEOUS_CO",2002,"331.1792602"
"10216","40","OK","14","MISCELLANEOUS_SO2",2002,"6.701046144"
"10217","40","OK","15","WILDFIRES_CO",2002,"1.76437643"
"10218","40","OK","15","WILDFIRES_SO2",2002,"0.009497249"
"10219","40","OK","16","PRESCRIBED FIRES_CO",2002,NA
"10220","40","OK","16","PRESCRIBED FIRES_SO2",2002,NA
"10221","41","OR","01","FUEL COMB. ELEC. UTIL._CO",2002,"1.502676922"
"10222","41","OR","01","FUEL COMB. ELEC. UTIL._SO2",2002,"12.3436973"
"10223","41","OR","02","FUEL COMB. INDUSTRIAL_CO",2002,"15.45531161"
"10224","41","OR","02","FUEL COMB. INDUSTRIAL_SO2",2002,"6.908687246"
"10225","41","OR","03","FUEL COMB. OTHER_CO",2002,"268.9019104"
"10226","41","OR","03","FUEL COMB. OTHER_SO2",2002,"3.23289819"
"10227","41","OR","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"0.0045739"
"10228","41","OR","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,NA
"10229","41","OR","05","METALS PROCESSING_CO",2002,"4.319834213"
"10230","41","OR","05","METALS PROCESSING_SO2",2002,"0.0995641"
"10231","41","OR","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"0.010137"
"10232","41","OR","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"0.008706"
"10233","41","OR","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"15.80329595"
"10234","41","OR","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"2.266179934"
"10235","41","OR","08","SOLVENT UTILIZATION_CO",2002,"0.0018572"
"10236","41","OR","08","SOLVENT UTILIZATION_SO2",2002,"0.0002562"
"10237","41","OR","09","STORAGE & TRANSPORT_CO",2002,"0.00445"
"10238","41","OR","09","STORAGE & TRANSPORT_SO2",2002,"1E-7"
"10239","41","OR","10","WASTE DISPOSAL & RECYCLING_CO",2002,"36.66635135"
"10240","41","OR","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.311609618"
"10241","41","OR","11","HIGHWAY VEHICLES_CO",2002,"664.7562229"
"10242","41","OR","11","HIGHWAY VEHICLES_SO2",2002,"3.76016193"
"10243","41","OR","12","OFF-HIGHWAY_CO",2002,"318.3750061"
"10244","41","OR","12","OFF-HIGHWAY_SO2",2002,"12.46978035"
"10245","41","OR","14","MISCELLANEOUS_CO",2002,"122.2469044"
"10246","41","OR","14","MISCELLANEOUS_SO2",2002,"3.654531921"
"10247","41","OR","15","WILDFIRES_CO",2002,"2193.26821"
"10248","41","OR","15","WILDFIRES_SO2",2002,"13.96309"
"10249","41","OR","16","PRESCRIBED FIRES_CO",2002,NA
"10250","41","OR","16","PRESCRIBED FIRES_SO2",2002,NA
"10251","42","PA","01","FUEL COMB. ELEC. UTIL._CO",2002,"17.5513322"
"10252","42","PA","01","FUEL COMB. ELEC. UTIL._SO2",2002,"910.1934562"
"10253","42","PA","02","FUEL COMB. INDUSTRIAL_CO",2002,"34.6130214"
"10254","42","PA","02","FUEL COMB. INDUSTRIAL_SO2",2002,"59.48065794"
"10255","42","PA","03","FUEL COMB. OTHER_CO",2002,"155.8235043"
"10256","42","PA","03","FUEL COMB. OTHER_SO2",2002,"54.69449429"
"10257","42","PA","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"0.544042422"
"10258","42","PA","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,"0.154519823"
"10259","42","PA","05","METALS PROCESSING_CO",2002,"45.91879463"
"10260","42","PA","05","METALS PROCESSING_SO2",2002,"6.753545186"
"10261","42","PA","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"1.111341695"
"10262","42","PA","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"7.570384381"
"10263","42","PA","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"22.19820846"
"10264","42","PA","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"24.152255"
"10265","42","PA","08","SOLVENT UTILIZATION_CO",2002,"0.069086"
"10266","42","PA","08","SOLVENT UTILIZATION_SO2",2002,"0.0118619"
"10267","42","PA","09","STORAGE & TRANSPORT_CO",2002,"0.323023704"
"10268","42","PA","09","STORAGE & TRANSPORT_SO2",2002,"0.040779999"
"10269","42","PA","10","WASTE DISPOSAL & RECYCLING_CO",2002,"107.6932688"
"10270","42","PA","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"1.159622964"
"10271","42","PA","11","HIGHWAY VEHICLES_CO",2002,"1960.389238"
"10272","42","PA","11","HIGHWAY VEHICLES_SO2",2002,"8.620165006"
"10273","42","PA","12","OFF-HIGHWAY_CO",2002,"881.6832159"
"10274","42","PA","12","OFF-HIGHWAY_SO2",2002,"11.36616974"
"10275","42","PA","14","MISCELLANEOUS_CO",2002,"0.76591521"
"10276","42","PA","14","MISCELLANEOUS_SO2",2002,NA
"10277","42","PA","15","WILDFIRES_CO",2002,"0.064966175"
"10278","42","PA","15","WILDFIRES_SO2",2002,"0.000318532"
"10279","42","PA","16","PRESCRIBED FIRES_CO",2002,NA
"10280","42","PA","16","PRESCRIBED FIRES_SO2",2002,NA
"10281","44","RI","01","FUEL COMB. ELEC. UTIL._CO",2002,"0.7355495"
"10282","44","RI","01","FUEL COMB. ELEC. UTIL._SO2",2002,"0.014697"
"10283","44","RI","02","FUEL COMB. INDUSTRIAL_CO",2002,"0.284886079"
"10284","44","RI","02","FUEL COMB. INDUSTRIAL_SO2",2002,"1.089629921"
"10285","44","RI","03","FUEL COMB. OTHER_CO",2002,"4.107118484"
"10286","44","RI","03","FUEL COMB. OTHER_SO2",2002,"4.766419246"
"10287","44","RI","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"0.008654"
"10288","44","RI","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,NA
"10289","44","RI","05","METALS PROCESSING_CO",2002,NA
"10290","44","RI","05","METALS PROCESSING_SO2",2002,NA
"10291","44","RI","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"0.07818"
"10292","44","RI","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"0.0204555"
"10293","44","RI","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"0.141829"
"10294","44","RI","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"0.107032"
"10295","44","RI","08","SOLVENT UTILIZATION_CO",2002,"0.0008065"
"10296","44","RI","08","SOLVENT UTILIZATION_SO2",2002,NA
"10297","44","RI","09","STORAGE & TRANSPORT_CO",2002,"0.030779"
"10298","44","RI","09","STORAGE & TRANSPORT_SO2",2002,NA
"10299","44","RI","10","WASTE DISPOSAL & RECYCLING_CO",2002,"2.265356536"
"10300","44","RI","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.0327215"
"10301","44","RI","11","HIGHWAY VEHICLES_CO",2002,"97.7632588"
"10302","44","RI","11","HIGHWAY VEHICLES_SO2",2002,"0.506557723"
"10303","44","RI","12","OFF-HIGHWAY_CO",2002,"69.36860689"
"10304","44","RI","12","OFF-HIGHWAY_SO2",2002,"2.268876477"
"10305","44","RI","14","MISCELLANEOUS_CO",2002,"0.00158"
"10306","44","RI","14","MISCELLANEOUS_SO2",2002,NA
"10307","44","RI","15","WILDFIRES_CO",2002,"5.1549E-6"
"10308","44","RI","15","WILDFIRES_SO2",2002,"3.03E-8"
"10309","44","RI","16","PRESCRIBED FIRES_CO",2002,NA
"10310","44","RI","16","PRESCRIBED FIRES_SO2",2002,NA
"10311","45","SC","01","FUEL COMB. ELEC. UTIL._CO",2002,"7.131831836"
"10312","45","SC","01","FUEL COMB. ELEC. UTIL._SO2",2002,"214.158636"
"10313","45","SC","02","FUEL COMB. INDUSTRIAL_CO",2002,"29.192418"
"10314","45","SC","02","FUEL COMB. INDUSTRIAL_SO2",2002,"62.3812298"
"10315","45","SC","03","FUEL COMB. OTHER_CO",2002,"76.07592291"
"10316","45","SC","03","FUEL COMB. OTHER_SO2",2002,"4.805692794"
"10317","45","SC","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"2.524313125"
"10318","45","SC","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,"0.054938127"
"10319","45","SC","05","METALS PROCESSING_CO",2002,"14.65147694"
"10320","45","SC","05","METALS PROCESSING_SO2",2002,"5.25261411"
"10321","45","SC","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"0.248171937"
"10322","45","SC","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"0.170072033"
"10323","45","SC","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"9.739713107"
"10324","45","SC","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"12.45555476"
"10325","45","SC","08","SOLVENT UTILIZATION_CO",2002,"0.004372798"
"10326","45","SC","08","SOLVENT UTILIZATION_SO2",2002,"3.802E-6"
"10327","45","SC","09","STORAGE & TRANSPORT_CO",2002,"0.01038"
"10328","45","SC","09","STORAGE & TRANSPORT_SO2",2002,"1.042E-6"
"10329","45","SC","10","WASTE DISPOSAL & RECYCLING_CO",2002,"44.81152892"
"10330","45","SC","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.616335727"
"10331","45","SC","11","HIGHWAY VEHICLES_CO",2002,"985.8606623"
"10332","45","SC","11","HIGHWAY VEHICLES_SO2",2002,"6.730533853"
"10333","45","SC","12","OFF-HIGHWAY_CO",2002,"389.4250914"
"10334","45","SC","12","OFF-HIGHWAY_SO2",2002,"18.36399749"
"10335","45","SC","14","MISCELLANEOUS_CO",2002,"112.45926"
"10336","45","SC","14","MISCELLANEOUS_SO2",2002,"1.44221"
"10337","45","SC","15","WILDFIRES_CO",2002,"7.2689"
"10338","45","SC","15","WILDFIRES_SO2",2002,"0.04667"
"10339","45","SC","16","PRESCRIBED FIRES_CO",2002,NA
"10340","45","SC","16","PRESCRIBED FIRES_SO2",2002,NA
"10341","46","SD","01","FUEL COMB. ELEC. UTIL._CO",2002,"0.629798"
"10342","46","SD","01","FUEL COMB. ELEC. UTIL._SO2",2002,"12.5446849"
"10343","46","SD","02","FUEL COMB. INDUSTRIAL_CO",2002,"2.563548648"
"10344","46","SD","02","FUEL COMB. INDUSTRIAL_SO2",2002,"10.00341122"
"10345","46","SD","03","FUEL COMB. OTHER_CO",2002,"18.13393008"
"10346","46","SD","03","FUEL COMB. OTHER_SO2",2002,"0.944897373"
"10347","46","SD","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,NA
"10348","46","SD","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,NA
"10349","46","SD","05","METALS PROCESSING_CO",2002,"0.02056"
"10350","46","SD","05","METALS PROCESSING_SO2",2002,"0.00005"
"10351","46","SD","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,NA
"10352","46","SD","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,NA
"10353","46","SD","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"2.683207975"
"10354","46","SD","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"0.76894"
"10355","46","SD","08","SOLVENT UTILIZATION_CO",2002,"0.04006"
"10356","46","SD","08","SOLVENT UTILIZATION_SO2",2002,"0.01415"
"10357","46","SD","09","STORAGE & TRANSPORT_CO",2002,NA
"10358","46","SD","09","STORAGE & TRANSPORT_SO2",2002,NA
"10359","46","SD","10","WASTE DISPOSAL & RECYCLING_CO",2002,"4.682663807"
"10360","46","SD","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.05034"
"10361","46","SD","11","HIGHWAY VEHICLES_CO",2002,"188.0985035"
"10362","46","SD","11","HIGHWAY VEHICLES_SO2",2002,"1.199949723"
"10363","46","SD","12","OFF-HIGHWAY_CO",2002,"82.15107009"
"10364","46","SD","12","OFF-HIGHWAY_SO2",2002,"3.184140831"
"10365","46","SD","14","MISCELLANEOUS_CO",2002,"0.25365"
"10366","46","SD","14","MISCELLANEOUS_SO2",2002,"0.003232628"
"10367","46","SD","15","WILDFIRES_CO",2002,"4.63502"
"10368","46","SD","15","WILDFIRES_SO2",2002,"0.023460193"
"10369","46","SD","16","PRESCRIBED FIRES_CO",2002,NA
"10370","46","SD","16","PRESCRIBED FIRES_SO2",2002,NA
"10371","47","TN","01","FUEL COMB. ELEC. UTIL._CO",2002,"7.083929473"
"10372","47","TN","01","FUEL COMB. ELEC. UTIL._SO2",2002,"333.8300949"
"10373","47","TN","02","FUEL COMB. INDUSTRIAL_CO",2002,"16.3584297"
"10374","47","TN","02","FUEL COMB. INDUSTRIAL_SO2",2002,"84.96334979"
"10375","47","TN","03","FUEL COMB. OTHER_CO",2002,"72.16742849"
"10376","47","TN","03","FUEL COMB. OTHER_SO2",2002,"12.59407854"
"10377","47","TN","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"36.91990397"
"10378","47","TN","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,"6.516412735"
"10379","47","TN","05","METALS PROCESSING_CO",2002,"41.4465198"
"10380","47","TN","05","METALS PROCESSING_SO2",2002,"5.8179527"
"10381","47","TN","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"0.542991199"
"10382","47","TN","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"0.383121"
"10383","47","TN","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"9.646112471"
"10384","47","TN","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"5.870817979"
"10385","47","TN","08","SOLVENT UTILIZATION_CO",2002,"0.282345058"
"10386","47","TN","08","SOLVENT UTILIZATION_SO2",2002,"0.057966698"
"10387","47","TN","09","STORAGE & TRANSPORT_CO",2002,"0.0216451"
"10388","47","TN","09","STORAGE & TRANSPORT_SO2",2002,"0.1338666"
"10389","47","TN","10","WASTE DISPOSAL & RECYCLING_CO",2002,"57.14116758"
"10390","47","TN","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.476313918"
"10391","47","TN","11","HIGHWAY VEHICLES_CO",2002,"1465.51788"
"10392","47","TN","11","HIGHWAY VEHICLES_SO2",2002,"9.567372504"
"10393","47","TN","12","OFF-HIGHWAY_CO",2002,"473.906101"
"10394","47","TN","12","OFF-HIGHWAY_SO2",2002,"6.222545369"
"10395","47","TN","14","MISCELLANEOUS_CO",2002,"0.76158"
"10396","47","TN","14","MISCELLANEOUS_SO2",2002,"0.000718105"
"10397","47","TN","15","WILDFIRES_CO",2002,"0.869176891"
"10398","47","TN","15","WILDFIRES_SO2",2002,"0.00477568"
"10399","47","TN","16","PRESCRIBED FIRES_CO",2002,NA
"10400","47","TN","16","PRESCRIBED FIRES_SO2",2002,NA
"10401","48","TX","01","FUEL COMB. ELEC. UTIL._CO",2002,"214.0873389"
"10402","48","TX","01","FUEL COMB. ELEC. UTIL._SO2",2002,"560.0548235"
"10403","48","TX","02","FUEL COMB. INDUSTRIAL_CO",2002,"146.7347611"
"10404","48","TX","02","FUEL COMB. INDUSTRIAL_SO2",2002,"249.0192025"
"10405","48","TX","03","FUEL COMB. OTHER_CO",2002,"84.61935785"
"10406","48","TX","03","FUEL COMB. OTHER_SO2",2002,"3.209936472"
"10407","48","TX","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"34.33320443"
"10408","48","TX","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,"29.16584248"
"10409","48","TX","05","METALS PROCESSING_CO",2002,"38.44779994"
"10410","48","TX","05","METALS PROCESSING_SO2",2002,"4.331709705"
"10411","48","TX","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"236.6517513"
"10412","48","TX","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"43.23153328"
"10413","48","TX","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"29.21377913"
"10414","48","TX","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"24.49411492"
"10415","48","TX","08","SOLVENT UTILIZATION_CO",2002,"0.078679001"
"10416","48","TX","08","SOLVENT UTILIZATION_SO2",2002,"0.0069508"
"10417","48","TX","09","STORAGE & TRANSPORT_CO",2002,"37.58457743"
"10418","48","TX","09","STORAGE & TRANSPORT_SO2",2002,"0.462103705"
"10419","48","TX","10","WASTE DISPOSAL & RECYCLING_CO",2002,"84.07296375"
"10420","48","TX","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"2.87503796"
"10421","48","TX","11","HIGHWAY VEHICLES_CO",2002,"3589.07883"
"10422","48","TX","11","HIGHWAY VEHICLES_SO2",2002,"24.90423953"
"10423","48","TX","12","OFF-HIGHWAY_CO",2002,"1645.445079"
"10424","48","TX","12","OFF-HIGHWAY_SO2",2002,"50.57038371"
"10425","48","TX","14","MISCELLANEOUS_CO",2002,"77.75"
"10426","48","TX","14","MISCELLANEOUS_SO2",2002,"0.13562"
"10427","48","TX","15","WILDFIRES_CO",2002,"6.075099325"
"10428","48","TX","15","WILDFIRES_SO2",2002,"0.037732134"
"10429","48","TX","16","PRESCRIBED FIRES_CO",2002,NA
"10430","48","TX","16","PRESCRIBED FIRES_SO2",2002,NA
"10431","49","UT","01","FUEL COMB. ELEC. UTIL._CO",2002,"4.251713926"
"10432","49","UT","01","FUEL COMB. ELEC. UTIL._SO2",2002,"32.15748624"
"10433","49","UT","02","FUEL COMB. INDUSTRIAL_CO",2002,"3.732623379"
"10434","49","UT","02","FUEL COMB. INDUSTRIAL_SO2",2002,"7.940596067"
"10435","49","UT","03","FUEL COMB. OTHER_CO",2002,"41.69686921"
"10436","49","UT","03","FUEL COMB. OTHER_SO2",2002,"3.505318383"
"10437","49","UT","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"0.019282752"
"10438","49","UT","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,"0.027162521"
"10439","49","UT","05","METALS PROCESSING_CO",2002,"2.3136641"
"10440","49","UT","05","METALS PROCESSING_SO2",2002,"1.010545518"
"10441","49","UT","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,"1.31179504"
"10442","49","UT","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,"0.74321286"
"10443","49","UT","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"37.87679205"
"10444","49","UT","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"0.479439362"
"10445","49","UT","08","SOLVENT UTILIZATION_CO",2002,"0.014293005"
"10446","49","UT","08","SOLVENT UTILIZATION_SO2",2002,"0.0004105"
"10447","49","UT","09","STORAGE & TRANSPORT_CO",2002,"0.0132646"
"10448","49","UT","09","STORAGE & TRANSPORT_SO2",2002,"0.008841"
"10449","49","UT","10","WASTE DISPOSAL & RECYCLING_CO",2002,"0.152516095"
"10450","49","UT","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.02442212"
"10451","49","UT","11","HIGHWAY VEHICLES_CO",2002,"457.309655"
"10452","49","UT","11","HIGHWAY VEHICLES_SO2",2002,"2.435872608"
"10453","49","UT","12","OFF-HIGHWAY_CO",2002,"184.0644412"
"10454","49","UT","12","OFF-HIGHWAY_SO2",2002,"2.487007118"
"10455","49","UT","14","MISCELLANEOUS_CO",2002,"46.228419"
"10456","49","UT","14","MISCELLANEOUS_SO2",2002,"0.140382284"
"10457","49","UT","15","WILDFIRES_CO",2002,"225.83304"
"10458","49","UT","15","WILDFIRES_SO2",2002,"1.44076"
"10459","49","UT","16","PRESCRIBED FIRES_CO",2002,NA
"10460","49","UT","16","PRESCRIBED FIRES_SO2",2002,NA
"10461","50","VT","01","FUEL COMB. ELEC. UTIL._CO",2002,"0.864650028"
"10462","50","VT","01","FUEL COMB. ELEC. UTIL._SO2",2002,"0.035900001"
"10463","50","VT","02","FUEL COMB. INDUSTRIAL_CO",2002,"0.607441904"
"10464","50","VT","02","FUEL COMB. INDUSTRIAL_SO2",2002,"3.033974918"
"10465","50","VT","03","FUEL COMB. OTHER_CO",2002,"31.13101615"
"10466","50","VT","03","FUEL COMB. OTHER_SO2",2002,"3.200473937"
"10467","50","VT","04","CHEMICAL & ALLIED PRODUCT MFG_CO",2002,"0"
"10468","50","VT","04","CHEMICAL & ALLIED PRODUCT MFG_SO2",2002,"0"
"10469","50","VT","05","METALS PROCESSING_CO",2002,"0"
"10470","50","VT","05","METALS PROCESSING_SO2",2002,"0"
"10471","50","VT","06","PETROLEUM & RELATED INDUSTRIES_CO",2002,NA
"10472","50","VT","06","PETROLEUM & RELATED INDUSTRIES_SO2",2002,NA
"10473","50","VT","07","OTHER INDUSTRIAL PROCESSES_CO",2002,"0.07215"
"10474","50","VT","07","OTHER INDUSTRIAL PROCESSES_SO2",2002,"0.002782328"
"10475","50","VT","08","SOLVENT UTILIZATION_CO",2002,"0"
"10476","50","VT","08","SOLVENT UTILIZATION_SO2",2002,"0"
"10477","50","VT","09","STORAGE & TRANSPORT_CO",2002,"0.00028"
"10478","50","VT","09","STORAGE & TRANSPORT_SO2",2002,"0.00004"
"10479","50","VT","10","WASTE DISPOSAL & RECYCLING_CO",2002,"11.46775157"
"10480","50","VT","10","WASTE DISPOSAL & RECYCLING_SO2",2002,"0.023144596"
"10481","50","VT","11","HIGHWAY VEHICLES_CO",2002,"187.9556488"
"10482","50","VT","11","HIGHWAY VEHICLES_SO2",2002,"0.708774618"
"10483","50","VT","12","OFF-HIGHWAY_CO",2002,"60.52670159"
"10484","50","VT","12","OFF-HIGHWAY_SO2",2002,"0.370731517"
"10485","50","VT","14","MISCELLANEOUS_CO",2002,"0.02571"
"10486","50","VT","14","MISCELLANEOUS_SO2",2002,NA
"10487","50","VT","15","WILDFIRES_CO",2002,"0.0692"
"10488","50","VT","15","WILDFIRES_SO2",2002,"0.00034082"
"10489","50","VT","16","PRESCRIBED FIRES_CO",2002,NA
"10490","50","VT","16","PRESCRIBED FIRES_SO2",2002,NA
"10491","51","VA","01","FUEL COMB. ELEC. UTIL._CO",2002,"7.087996944"
"10492","51","VA","01","FUEL COMB. ELEC. UTIL._SO2",2002,"243.1428835"
"10493","51","VA","02","FUEL COMB. INDUSTRIAL_CO",2002,"64.20707696"
"10494","51","VA","02","FUEL COMB. INDUSTRIAL_SO2",2002,"53.38035266"
"10495","51","VA","03","FUEL COMB. OTHER_CO",2002,"98.87773711"
